ACM.x[0],ACM.x[1],ACM.x[2],ACM.x[3],ACM.Tem,CTRL.uMs_cmd,CTRL.uTs_cmd,CTRL.iMs_cmd,CTRL.iMs,CTRL.iTs_cmd,CTRL.iTs,ob.psi_mu_al,ob.tajima.omg*RAD_PER_SEC_2_RPM,ACM.rpm
1.11558,0,0.49997,0,0,3.39147,0,1.11557,1.11558,-0,0,0.513607,-0.00113822,0
1.11558,0,0.49997,0,0,3.39147,0,1.11557,1.11558,-0,0,0.513607,-0.00113254,0
1.11558,0,0.499971,0,0,3.39147,0,1.11557,1.11558,-0,0,0.513607,-0.00112688,0
1.11558,0,0.499971,0,0,3.39147,0,1.11557,1.11558,-0,0,0.513607,-0.00112126,0
1.11558,0,0.499971,0,0,3.39147,0,1.11557,1.11558,-0,0,0.513607,-0.00111566,0
1.11558,0,0.499971,0,0,3.39147,0,1.11557,1.11558,-0,0,0.513608,-0.00111008,0
1.11558,0,0.499971,0,0,3.39147,0,1.11557,1.11558,-0,0,0.513608,-0.00110454,0
1.11558,0,0.499971,0,0,3.39147,0,1.11557,1.11558,-0,0,0.513608,-0.00109902,0
1.11558,0,0.499971,0,0,3.39147,0,1.11557,1.11558,-0,0,0.513608,-0.00109353,0
1.11558,0,0.499972,0,0,3.39147,0,1.11557,1.11558,-0,0,0.513608,-0.00108807,0
1.11558,0,0.499972,0,0,3.39147,0,1.11557,1.11558,-0,0,0.513608,-0.00108264,0
1.11558,0,0.499972,0,0,3.39147,0,1.11557,1.11558,-0,0,0.513608,-0.00107723,0
1.11558,0,0.499972,0,0,3.39147,0,1.11557,1.11558,-0,0,0.513609,-0.00107185,0
1.11558,0,0.499972,0,0,3.39147,0,1.11557,1.11558,-0,0,0.513609,-0.0010665,0
1.11558,0,0.499972,0,0,3.39147,0,1.11557,1.11558,-0,0,0.513609,-0.00106117,0
1.11558,0,0.499972,0,0,3.39147,0,1.11557,1.11558,-0,0,0.513609,-0.00105587,0
1.11558,0,0.499972,0,0,3.39146,0,1.11557,1.11558,-0,0,0.513609,-0.0010506,0
1.11558,0,0.499973,0,0,3.39146,0,1.11557,1.11558,-0,0,0.513609,-0.00104535,0
1.11558,0,0.499973,0,0,3.39146,0,1.11557,1.11558,-0,0,0.513609,-0.00104013,0
1.11558,0,0.499973,0,0,3.39146,0,1.11557,1.11558,-0,0,0.51361,-0.00103493,0
1.11558,0,0.499973,0,0,3.39146,0,1.11557,1.11558,-0,0,0.51361,-0.00102977,0
1.11558,0,0.499973,0,0,3.39146,0,1.11557,1.11558,-0,0,0.51361,-0.00102462,0
1.11558,0,0.499973,0,0,3.39146,0,1.11557,1.11558,-0,0,0.51361,-0.0010195,0
1.11558,0,0.499973,0,0,3.39146,0,1.11557,1.11558,-0,0,0.51361,-0.00101441,0
1.11558,0,0.499974,0,0,3.39146,0,1.11557,1.11558,-0,0,0.51361,-0.00100935,0
1.11558,0,0.499974,0,0,3.39146,0,1.11557,1.11558,-0,0,0.51361,-0.00100431,0
1.11558,0,0.499974,0,0,3.39146,0,1.11557,1.11558,-0,0,0.51361,-0.000999289,0
1.11558,0,0.499974,0,0,3.39146,0,1.11557,1.11558,-0,0,0.513611,-0.000994299,0
1.11558,0,0.499974,0,0,3.39146,0,1.11557,1.11558,-0,0,0.513611,-0.000989333,0
1.11558,0,0.499974,0,0,3.39146,0,1.11557,1.11558,-0,0,0.513611,-0.000984391,0
1.11558,0,0.499974,0,0,3.39146,0,1.11557,1.11558,-0,0,0.513611,-0.000979475,0
1.11558,0,0.499974,0,0,3.39146,0,1.11557,1.11558,-0,0,0.513611,-0.000974583,0
1.11558,0,0.499975,0,0,3.39146,0,1.11557,1.11558,-0,0,0.513611,-0.000969716,0
1.11558,0,0.499975,0,0,3.39145,0,1.11557,1.11558,-0,0,0.513611,-0.000964872,0
1.11558,0,0.499975,0,0,3.39145,0,1.11557,1.11558,-0,0,0.513611,-0.000960053,0
1.11558,0,0.499975,0,0,3.39145,0,1.11557,1.11558,-0,0,0.513612,-0.000955258,0
1.11558,0,0.499975,0,0,3.39145,0,1.11557,1.11558,-0,0,0.513612,-0.000950487,0
1.11558,0,0.499975,0,0,3.39145,0,1.11557,1.11558,-0,0,0.513612,-0.00094574,0
1.11558,0,0.499975,0,0,3.39145,0,1.11557,1.11558,-0,0,0.513612,-0.000941017,0
1.11558,0,0.499975,0,0,3.39145,0,1.11557,1.11558,-0,0,0.513612,-0.000936317,0
1.11558,0,0.499976,0,0,3.39145,0,1.11557,1.11558,-0,0,0.513612,-0.000931641,0
1.11558,0,0.499976,0,0,3.39145,0,1.11557,1.11558,-0,0,0.513612,-0.000926988,0
1.11558,0,0.499976,0,0,3.39145,0,1.11557,1.11558,-0,0,0.513612,-0.000922358,0
1.11558,0,0.499976,0,0,3.39145,0,1.11557,1.11558,-0,0,0.513613,-0.000917751,0
1.11558,0,0.499976,0,0,3.39145,0,1.11557,1.11558,-0,0,0.513613,-0.000913167,0
1.11558,0,0.499976,0,0,3.39145,0,1.11557,1.11558,-0,0,0.513613,-0.000908607,0
1.11558,0,0.499976,0,0,3.39145,0,1.11557,1.11558,-0,0,0.513613,-0.000904069,0
1.11558,0,0.499976,0,0,3.39145,0,1.11557,1.11558,-0,0,0.513613,-0.000899553,0
1.11558,0,0.499977,0,0,3.39145,0,1.11557,1.11558,-0,0,0.513613,-0.000895061,0
1.11558,0,0.499977,0,0,3.39145,0,1.11557,1.11558,-0,0,0.513613,-0.00089059,0
1.11558,0,0.499977,0,0,3.39145,0,1.11557,1.11558,-0,0,0.513613,-0.000886142,0
1.11558,0,0.499977,0,0,3.39145,0,1.11557,1.11558,-0,0,0.513614,-0.000881717,0
1.11558,0,0.499977,0,0,3.39144,0,1.11557,1.11558,-0,0,0.513614,-0.000877313,0
1.11558,0,0.499977,0,0,3.39144,0,1.11557,1.11558,-0,0,0.513614,-0.000872931,0
1.11558,0,0.499977,0,0,3.39144,0,1.11557,1.11558,-0,0,0.513614,-0.000868571,0
1.11558,0,0.499977,0,0,3.39144,0,1.11557,1.11558,-0,0,0.513614,-0.000864233,0
1.11558,0,0.499977,0,0,3.39144,0,1.11557,1.11558,-0,0,0.513614,-0.000859917,0
1.11558,0,0.499978,0,0,3.39144,0,1.11557,1.11558,-0,0,0.513614,-0.000855622,0
1.11558,0,0.499978,0,0,3.39144,0,1.11557,1.11558,-0,0,0.513614,-0.000851349,0
1.11558,0,0.499978,0,0,3.39144,0,1.11557,1.11558,-0,0,0.513614,-0.000847097,0
1.11558,0,0.499978,0,0,3.39144,0,1.11557,1.11558,-0,0,0.513615,-0.000842866,0
1.11558,0,0.499978,0,0,3.39144,0,1.11557,1.11558,-0,0,0.513615,-0.000838656,0
1.11558,0,0.499978,0,0,3.39144,0,1.11557,1.11558,-0,0,0.513615,-0.000834468,0
1.11558,0,0.499978,0,0,3.39144,0,1.11557,1.11558,-0,0,0.513615,-0.0008303,0
1.11558,0,0.499978,0,0,3.39144,0,1.11557,1.11558,-0,0,0.513615,-0.000826153,0
1.11558,0,0.499978,0,0,3.39144,0,1.11557,1.11558,-0,0,0.513615,-0.000822027,0
1.11558,0,0.499979,0,0,3.39144,0,1.11557,1.11558,-0,0,0.513615,-0.000817921,0
1.11558,0,0.499979,0,0,3.39144,0,1.11557,1.11558,-0,0,0.513615,-0.000813836,0
1.11558,0,0.499979,0,0,3.39144,0,1.11557,1.11558,-0,0,0.513615,-0.000809772,0
1.11558,0,0.499979,0,0,3.39144,0,1.11557,1.11558,-0,0,0.513616,-0.000805727,0
1.11558,0,0.499979,0,0,3.39144,0,1.11557,1.11558,-0,0,0.513616,-0.000801703,0
1.11558,0,0.499979,0,0,3.39144,0,1.11557,1.11558,-0,0,0.513616,-0.000797699,0
1.11558,0,0.499979,0,0,3.39144,0,1.11557,1.11558,-0,0,0.513616,-0.000793715,0
1.11558,0,0.499979,0,0,3.39143,0,1.11557,1.11558,-0,0,0.513616,-0.000789751,0
1.11558,0,0.499979,0,0,3.39143,0,1.11557,1.11558,-0,0,0.513616,-0.000785807,0
1.11558,0,0.49998,0,0,3.39143,0,1.11557,1.11558,-0,0,0.513616,-0.000781882,0
1.11558,0,0.49998,0,0,3.39143,0,1.11557,1.11558,-0,0,0.513616,-0.000777977,0
1.11558,0,0.49998,0,0,3.39143,0,1.11557,1.11558,-0,0,0.513616,-0.000774091,0
1.11558,0,0.49998,0,0,3.39143,0,1.11557,1.11558,-0,0,0.513616,-0.000770225,0
1.11558,0,0.49998,0,0,3.39143,0,1.11557,1.11558,-0,0,0.513617,-0.000766378,0
1.11558,0,0.49998,0,0,3.39143,0,1.11557,1.11558,-0,0,0.513617,-0.000762551,0
1.11558,0,0.49998,0,0,3.39143,0,1.11557,1.11558,-0,0,0.513617,-0.000758742,0
1.11558,0,0.49998,0,0,3.39143,0,1.11557,1.11558,-0,0,0.513617,-0.000754953,0
1.11558,0,0.49998,0,0,3.39143,0,1.11557,1.11558,-0,0,0.513617,-0.000751182,0
1.11558,0,0.49998,0,0,3.39143,0,1.11557,1.11558,-0,0,0.513617,-0.00074743,0
1.11558,0,0.499981,0,0,3.39143,0,1.11557,1.11558,-0,0,0.513617,-0.000743697,0
1.11558,0,0.499981,0,0,3.39143,0,1.11557,1.11558,-0,0,0.513617,-0.000739983,0
1.11558,0,0.499981,0,0,3.39143,0,1.11557,1.11558,-0,0,0.513617,-0.000736287,0
1.11558,0,0.499981,0,0,3.39143,0,1.11557,1.11558,-0,0,0.513617,-0.00073261,0
1.11558,0,0.499981,0,0,3.39143,0,1.11557,1.11558,-0,0,0.513618,-0.000728951,0
1.11558,0,0.499981,0,0,3.39143,0,1.11557,1.11558,-0,0,0.513618,-0.00072531,0
1.11558,0,0.499981,0,0,3.39143,0,1.11557,1.11558,-0,0,0.513618,-0.000721688,0
1.11558,0,0.499981,0,0,3.39143,0,1.11557,1.11558,-0,0,0.513618,-0.000718083,0
1.11558,0,0.499981,0,0,3.39143,0,1.11557,1.11558,-0,0,0.513618,-0.000714497,0
1.11558,0,0.499981,0,0,3.39143,0,1.11557,1.11558,-0,0,0.513618,-0.000710928,0
1.11558,0,0.499981,0,0,3.39143,0,1.11557,1.11558,-0,0,0.513618,-0.000707378,0
1.11558,0,0.499982,0,0,3.39142,0,1.11557,1.11558,-0,0,0.513618,-0.000703845,0
1.11558,0,0.499982,0,0,3.39142,0,1.11557,1.11558,-0,0,0.513618,-0.000700329,0
1.11558,0,0.499982,0,0,3.39142,0,1.11557,1.11558,-0,0,0.513618,-0.000696832,0
1.11558,0,0.499982,0,0,3.39142,0,1.11557,1.11558,-0,0,0.513618,-0.000693351,0
1.11558,0,0.499982,0,0,3.39142,0,1.11557,1.11558,-0,0,0.513619,-0.000689888,0
1.11558,0,0.499982,0,0,3.39142,0,1.11557,1.11558,-0,0,0.513619,-0.000686443,0
1.11558,0,0.499982,0,0,3.39142,0,1.11557,1.11558,-0,0,0.513619,-0.000683014,0
1.11558,0,0.499982,0,0,3.39142,0,1.11557,1.11558,-0,0,0.513619,-0.000679603,0
1.11558,0,0.499982,0,0,3.39142,0,1.11557,1.11558,-0,0,0.513619,-0.000676209,0
1.11558,0,0.499982,0,0,3.39142,0,1.11557,1.11558,-0,0,0.513619,-0.000672832,0
1.11558,0,0.499982,0,0,3.39142,0,1.11557,1.11558,-0,0,0.513619,-0.000669471,0
1.11558,0,0.499983,0,0,3.39142,0,1.11557,1.11558,-0,0,0.513619,-0.000666128,0
1.11558,0,0.499983,0,0,3.39142,0,1.11557,1.11558,-0,0,0.513619,-0.000662801,0
1.11558,0,0.499983,0,0,3.39142,0,1.11557,1.11558,-0,0,0.513619,-0.00065949,0
1.11558,0,0.499983,0,0,3.39142,0,1.11557,1.11558,-0,0,0.513619,-0.000656197,0
1.11558,0,0.499983,0,0,3.39142,0,1.11557,1.11558,-0,0,0.51362,-0.000652919,0
1.11558,0,0.499983,0,0,3.39142,0,1.11557,1.11558,-0,0,0.51362,-0.000649658,0
1.11558,0,0.499983,0,0,3.39142,0,1.11557,1.11558,-0,0,0.51362,-0.000646414,0
1.11558,0,0.499983,0,0,3.39142,0,1.11557,1.11558,-0,0,0.51362,-0.000643185,0
1.11558,0,0.499983,0,0,3.39142,0,1.11557,1.11558,-0,0,0.51362,-0.000639973,0
1.11558,0,0.499983,0,0,3.39142,0,1.11557,1.11558,-0,0,0.51362,-0.000636776,0
1.11558,0,0.499983,0,0,3.39142,0,1.11557,1.11558,-0,0,0.51362,-0.000633596,0
1.11558,0,0.499983,0,0,3.39142,0,1.11557,1.11558,-0,0,0.51362,-0.000630432,0
1.11558,0,0.499984,0,0,3.39142,0,1.11557,1.11558,-0,0,0.51362,-0.000627283,0
1.11558,0,0.499984,0,0,3.39142,0,1.11557,1.11558,-0,0,0.51362,-0.00062415,0
1.11558,0,0.499984,0,0,3.39142,0,1.11557,1.11558,-0,0,0.51362,-0.000621033,0
1.11558,0,0.499984,0,0,3.39141,0,1.11557,1.11558,-0,0,0.51362,-0.000617931,0
1.11558,0,0.499984,0,0,3.39141,0,1.11557,1.11558,-0,0,0.513621,-0.000614845,0
1.11558,0,0.499984,0,0,3.39141,0,1.11557,1.11558,-0,0,0.513621,-0.000611774,0
1.11558,0,0.499984,0,0,3.39141,0,1.11557,1.11558,-0,0,0.513621,-0.000608719,0
1.11558,0,0.499984,0,0,3.39141,0,1.11557,1.11558,-0,0,0.513621,-0.000605678,0
1.11558,0,0.499984,0,0,3.39141,0,1.11557,1.11558,-0,0,0.513621,-0.000602653,0
1.11558,0,0.499984,0,0,3.39141,0,1.11557,1.11558,-0,0,0.513621,-0.000599643,0
1.11558,0,0.499984,0,0,3.39141,0,1.11557,1.11558,-0,0,0.513621,-0.000596648,0
1.11558,0,0.499984,0,0,3.39141,0,1.11557,1.11558,-0,0,0.513621,-0.000593669,0
1.11558,0,0.499985,0,0,3.39141,0,1.11557,1.11558,-0,0,0.513621,-0.000590704,0
1.11558,0,0.499985,0,0,3.39141,0,1.11557,1.11558,-0,0,0.513621,-0.000587753,0
1.11558,0,0.499985,0,0,3.39141,0,1.11557,1.11558,-0,0,0.513621,-0.000584818,0
1.11558,0,0.499985,0,0,3.39141,0,1.11557,1.11558,-0,0,0.513621,-0.000581897,0
1.11558,0,0.499985,0,0,3.39141,0,1.11557,1.11558,-0,0,0.513621,-0.000578991,0
1.11558,0,0.499985,0,0,3.39141,0,1.11557,1.11558,-0,0,0.513622,-0.000576099,0
1.11558,0,0.499985,0,0,3.39141,0,1.11557,1.11558,-0,0,0.513622,-0.000573222,0
1.11558,0,0.499985,0,0,3.39141,0,1.11557,1.11558,-0,0,0.513622,-0.000570359,0
1.11558,0,0.499985,0,0,3.39141,0,1.11557,1.11558,-0,0,0.513622,-0.00056751,0
1.11558,0,0.499985,0,0,3.39141,0,1.11557,1.11558,-0,0,0.513622,-0.000564676,0
1.11558,0,0.499985,0,0,3.39141,0,1.11557,1.11558,-0,0,0.513622,-0.000561855,0
1.11558,0,0.499985,0,0,3.39141,0,1.11557,1.11558,-0,0,0.513622,-0.000559049,0
1.11558,0,0.499985,0,0,3.39141,0,1.11557,1.11558,-0,0,0.513622,-0.000556257,0
1.11558,0,0.499986,0,0,3.39141,0,1.11557,1.11558,-0,0,0.513622,-0.000553479,0
1.11558,0,0.499986,0,0,3.39141,0,1.11557,1.11558,-0,0,0.513622,-0.000550715,0
1.11558,0,0.499986,0,0,3.39141,0,1.11557,1.11558,-0,0,0.513622,-0.000547964,0
1.11558,0,0.499986,0,0,3.39141,0,1.11557,1.11558,-0,0,0.513622,-0.000545227,0
1.11558,0,0.499986,0,0,3.39141,0,1.11557,1.11558,-0,0,0.513622,-0.000542504,0
1.11558,0,0.499986,0,0,3.39141,0,1.11557,1.11558,-0,0,0.513622,-0.000539795,0
1.11558,0,0.499986,0,0,3.39141,0,1.11557,1.11558,-0,0,0.513623,-0.000537099,0
1.11558,0,0.499986,0,0,3.39141,0,1.11557,1.11558,-0,0,0.513623,-0.000534416,0
1.11558,0,0.499986,0,0,3.3914,0,1.11557,1.11558,-0,0,0.513623,-0.000531747,0
1.11558,0,0.499986,0,0,3.3914,0,1.11557,1.11558,-0,0,0.513623,-0.000529091,0
1.11558,0,0.499986,0,0,3.3914,0,1.11557,1.11558,-0,0,0.513623,-0.000526449,0
1.11558,0,0.499986,0,0,3.3914,0,1.11557,1.11558,-0,0,0.513623,-0.00052382,0
1.11558,0,0.499986,0,0,3.3914,0,1.11557,1.11558,-0,0,0.513623,-0.000521203,0
1.11558,0,0.499986,0,0,3.3914,0,1.11557,1.11558,-0,0,0.513623,-0.0005186,0
1.11558,0,0.499986,0,0,3.3914,0,1.11557,1.11558,-0,0,0.513623,-0.00051601,0
1.11558,0,0.499987,0,0,3.3914,0,1.11557,1.11558,-0,0,0.513623,-0.000513433,0
1.11558,0,0.499987,0,0,3.3914,0,1.11557,1.11558,-0,0,0.513623,-0.000510869,0
1.11558,0,0.499987,0,0,3.3914,0,1.11557,1.11558,-0,0,0.513623,-0.000508317,0
1.11558,0,0.499987,0,0,3.3914,0,1.11557,1.11558,-0,0,0.513623,-0.000505778,0
1.11558,0,0.499987,0,0,3.3914,0,1.11557,1.11558,-0,0,0.513623,-0.000503252,0
1.11558,0,0.499987,0,0,3.3914,0,1.11557,1.11558,-0,0,0.513623,-0.000500739,0
1.11558,0,0.499987,0,0,3.3914,0,1.11557,1.11558,-0,0,0.513624,-0.000498238,0
1.11558,0,0.499987,0,0,3.3914,0,1.11557,1.11558,-0,0,0.513624,-0.000495749,0
1.11558,0,0.499987,0,0,3.3914,0,1.11557,1.11558,-0,0,0.513624,-0.000493273,0
1.11558,0,0.499987,0,0,3.3914,0,1.11557,1.11558,-0,0,0.513624,-0.00049081,0
1.11558,0,0.499987,0,0,3.3914,0,1.11557,1.11558,-0,0,0.513624,-0.000488359,0
1.11558,0,0.499987,0,0,3.3914,0,1.11557,1.11558,-0,0,0.513624,-0.000485919,0
1.11558,0,0.499987,0,0,3.3914,0,1.11557,1.11558,-0,0,0.513624,-0.000483493,0
1.11558,0,0.499987,0,0,3.3914,0,1.11557,1.11558,-0,0,0.513624,-0.000481078,0
1.11558,0,0.499987,0,0,3.3914,0,1.11557,1.11558,-0,0,0.513624,-0.000478675,0
1.11558,0,0.499988,0,0,3.3914,0,1.11557,1.11558,-0,0,0.513624,-0.000476284,0
1.11558,0,0.499988,0,0,3.3914,0,1.11557,1.11558,-0,0,0.513624,-0.000473906,0
1.11558,0,0.499988,0,0,3.3914,0,1.11557,1.11558,-0,0,0.513624,-0.000471539,0
1.11558,0,0.499988,0,0,3.3914,0,1.11557,1.11558,-0,0,0.513624,-0.000469184,0
1.11558,0,0.499988,0,0,3.3914,0,1.11557,1.11558,-0,0,0.513624,-0.00046684,0
1.11558,0,0.499988,0,0,3.3914,0,1.11557,1.11558,-0,0,0.513624,-0.000464509,0
1.11558,0,0.499988,0,0,3.3914,0,1.11557,1.11558,-0,0,0.513624,-0.000462189,0
1.11558,0,0.499988,0,0,3.3914,0,1.11557,1.11558,-0,0,0.513625,-0.00045988,0
1.11558,0,0.499988,0,0,3.3914,0,1.11557,1.11558,-0,0,0.513625,-0.000457583,0
1.11558,0,0.499988,0,0,3.3914,0,1.11557,1.11558,-0,0,0.513625,-0.000455298,0
1.11558,0,0.499988,0,0,3.3914,0,1.11557,1.11558,-0,0,0.513625,-0.000453024,0
1.11558,0,0.499988,0,0,3.3914,0,1.11557,1.11558,-0,0,0.513625,-0.000450762,0
1.11558,0,0.499988,0,0,3.3914,0,1.11557,1.11558,-0,0,0.513625,-0.00044851,0
1.11558,0,0.499988,0,0,3.39139,0,1.11557,1.11558,-0,0,0.513625,-0.00044627,0
1.11558,0,0.499988,0,0,3.39139,0,1.11557,1.11558,-0,0,0.513625,-0.000444041,0
1.11558,0,0.499988,0,0,3.39139,0,1.11557,1.11558,-0,0,0.513625,-0.000441824,0
1.11558,0,0.499988,0,0,3.39139,0,1.11557,1.11558,-0,0,0.513625,-0.000439617,0
1.11557,0,0.499989,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513625,-0.000437421,0
1.11557,0,0.499989,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513625,-0.000435237,0
1.11557,0,0.499989,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513625,-0.000433063,0
1.11557,0,0.499989,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513625,-0.0004309,0
1.11557,0,0.499989,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513625,-0.000428748,0
1.11557,0,0.499989,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513625,-0.000426606,0
1.11557,0,0.499989,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513625,-0.000424476,0
1.11557,0,0.499989,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513626,-0.000422356,0
1.11557,0,0.499989,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513626,-0.000420246,0
1.11557,0,0.499989,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513626,-0.000418147,0
1.11557,0,0.499989,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513626,-0.000416059,0
1.11557,0,0.499989,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513626,-0.000413981,0
1.11557,0,0.499989,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513626,-0.000411913,0
1.11557,0,0.499989,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513626,-0.000409856,0
1.11557,0,0.499989,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513626,-0.000407809,0
1.11557,0,0.499989,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513626,-0.000405772,0
1.11557,0,0.499989,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513626,-0.000403746,0
1.11557,0,0.499989,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513626,-0.000401729,0
1.11557,0,0.49999,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513626,-0.000399723,0
1.11557,0,0.49999,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513626,-0.000397726,0
1.11557,0,0.49999,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513626,-0.00039574,0
1.11557,0,0.49999,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513626,-0.000393764,0
1.11557,0,0.49999,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513626,-0.000391797,0
1.11557,0,0.49999,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513626,-0.00038984,0
1.11557,0,0.49999,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513626,-0.000387893,0
1.11557,0,0.49999,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513626,-0.000385956,0
1.11557,0,0.49999,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513627,-0.000384028,0
1.11557,0,0.49999,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513627,-0.00038211,0
1.11557,0,0.49999,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513627,-0.000380202,0
1.11557,0,0.49999,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513627,-0.000378303,0
1.11557,0,0.49999,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513627,-0.000376413,0
1.11557,0,0.49999,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513627,-0.000374533,0
1.11557,0,0.49999,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513627,-0.000372663,0
1.11557,0,0.49999,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513627,-0.000370802,0
1.11557,0,0.49999,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513627,-0.00036895,0
1.11557,0,0.49999,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513627,-0.000367107,0
1.11557,0,0.49999,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513627,-0.000365273,0
1.11557,0,0.49999,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513627,-0.000363449,0
1.11557,0,0.499991,0,0,3.39139,0,1.11557,1.11557,-0,0,0.513627,-0.000361634,0
1.11557,0,0.499991,0,0,3.39138,0,1.11557,1.11557,-0,0,0.513627,-0.000359828,0
1.11557,0,0.499991,0,0,3.39138,0,1.11557,1.11557,-0,0,0.513627,-0.000358031,0
1.11557,0,0.499991,0,0,3.39138,0,1.11557,1.11557,-0,0,0.513627,-0.000356242,0
1.11557,0,0.499991,0,0,3.39138,0,1.11557,1.11557,-0,0,0.513627,-0.000354463,0
1.11557,0,0.499991,0,0,3.39138,0,1.11557,1.11557,-0,0,0.513627,-0.000352693,0
1.11557,0,0.499991,0,0,3.39138,0,1.11557,1.11557,-0,0,0.513627,-0.000350931,0
1.11557,0,0.499991,0,0,3.39138,0,1.11557,1.11557,-0,0,0.513627,-0.000349179,0
1.11557,0,0.499991,0,0,3.39138,0,1.11557,1.11557,-0,0,0.513627,-0.000347435,0
1.11557,0,0.499991,0,0,3.39138,0,1.11557,1.11557,-0,0,0.513628,-0.000345699,0
1.11557,0,0.499991,0,0,3.39138,0,1.11557,1.11557,-0,0,0.513628,-0.000343973,0
1.11557,0,0.499991,0,0,3.39138,0,1.11557,1.11557,-0,0,0.513628,-0.000342255,0
1.11557,0,0.499991,0,0,3.39138,0,1.11557,1.11557,-0,0,0.513628,-0.000340546,0
1.11557,0,0.499991,0,0,3.39138,0,1.11557,1.11557,-0,0,0.513628,-0.000338845,0
1.11557,0,0.499991,0,0,3.39138,0,1.11557,1.11557,-0,0,0.513628,-0.000337152,0
1.11557,0,0.499991,0,0,3.39138,0,1.11557,1.11557,-0,0,0.513628,-0.000335468,0
1.11557,0,0.499991,0,0,3.39138,0,1.11557,1.11557,-0,0,0.513628,-0.000333793,0
1.11557,0,0.499991,0,0,3.39138,0,1.11557,1.11557,-0,0,0.513628,-0.000332126,0
1.11557,0,0.499991,0,0,3.39138,0,1.11557,1.11557,-0,0,0.513628,-0.000330467,0
1.11557,0,0.499991,0,0,3.39138,0,1.11557,1.11557,-0,0,0.513628,-0.000328817,0
1.11557,0,0.499991,0,0,3.39138,0,1.11557,1.11557,-0,0,0.513628,-0.000327174,0
1.11557,0,0.499991,0,0,3.39138,0,1.11557,1.11557,-0,0,0.513628,-0.00032554,0
1.11557,0,0.499992,0,0,3.39138,0,1.11557,1.11557,-0,0,0.513628,-0.000323914,0
1.11557,0,0.499992,0,0,3.39138,0,1.11557,1.11557,-0,0,0.513628,-0.000322297,0
1.11557,0,0.499992,0,0,3.39138,0,1.11557,1.11557,-0,0,0.513628,-0.000320687,0
1.11557,0,0.499992,0,0,3.39138,0,1.11557,1.11557,-0,0,0.513628,-0.000319085,0
1.11557,0,0.499992,0,0,3.39138,0,1.11557,1.11557,-0,0,0.513628,-0.000317492,0
1.11557,0,0.499992,0,0,3.39138,0,1.11557,1.11557,-0,0,0.513628,-0.000315906,0
1.11557,0,0.499992,0,0,3.39138,0,1.11557,1.11557,-0,0,0.513628,-0.000314328,0
1.11557,0,0.499992,0,0,3.39138,0,1.11557,1.11557,-0,0,0.513628,-0.000312758,0
1.11557,0,0.499992,0,0,3.39138,0,1.11557,1.11557,-0,0,0.513628,-0.000311196,0
1.11557,0,0.499992,0,0,3.39138,0,1.11557,1.11557,-0,0,0.513628,-0.000309642,0
1.11557,0,0.499992,0,0,3.39138,0,1.11557,1.11557,-0,0,0.513629,-0.000308095,0
1.11557,0,0.499992,0,0,3.39138,0,1.11557,1.11557,-0,0,0.513629,-0.000306557,0
1.11557,0,0.499992,0,0,3.39138,0,1.11557,1.11557,-0,0,0.513629,-0.000305026,0
1.11557,0,0.499992,0,0,3.39138,0,1.11557,1.11557,-0,0,0.513629,-0.000303502,0
1.11557,0,0.499992,0,0,3.39138,0,1.11557,1.11557,-0,0,0.513629,-0.000301986,0
